GAllants,gallants,c,SubjectivePercept,0
",",",",s,,0
I,i,s,Self_Promise,0
vow,vow,s,Self_Promise,1
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
quite,quite,s,Intensity,0
out,out,s,,0
of,of,s,Positivity,0
heart,heart,c,Positivity,1
",",",",n,,0
I,i,s,SelfDisclosure,0
Have,have,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
one,one,s,DenyDisclaim,1
smutty,smutty,s,Negativity,0
Jest,jest,s,Positivity,0
in,in,s,Generalization,0
all,all,s,Generalization,1
my,my,s,FirstPer,0
part,part,c,AbstractConcepts,0
.,.,n,AbstractConcepts,1
Here,here,s,Immediacy,0
Is,is,s,Immediacy,1
not,not,s,DenyDisclaim,0
one,one,s,DenyDisclaim,1
Scene,scene,s,AbstractConcepts,0
of,of,s,,0
tickling,tickling,s,Motions,0
Rallery,rallery,c,UNRECOGNIZED,0
;,;,n,,0
There,there,s,SpaceRelation,0
we,we,s,SpaceRelation,1
quite,quite,s,Intensity,0
lose,lose,s,Negativity,0
the,the,s,Negativity,1
Pit,pit,s,SenseObject,0
and,and,s,,0
Gallery,gallery,c,SpaceRelation,0
",",",",n,,0
His,his,s,PersonPronoun,0
London,london,s,,0
Cuckolds,cuckolds,s,PersonProperty,0
did,did,s,ReportingEvents,0
afford,afford,s,Positivity,0
you,you,s,DirectAddress,0
sport,sport,c,AbstractConcepts,0
.,.,n,,0
That,that,s,,0
pleased,pleased,s,Positivity,0
the,the,s,,0
Town,town,c,SpaceRelation,0
",",",",s,,0
and,and,s,,0
did,did,s,ReportingEvents,0
divert,divert,s,ReportingEvents,0
the,the,s,ReportingEvents,1
Court,court,c,AbstractConcepts,0
.,.,n,Resistance,0
But,but,s,Resistance,1
',',c,,0
cause,cause,s,Cause,0
some,some,s,Uncertainty,0
squeamish,squeamish,s,Negativity,0
Females,females,s,PersonProperty,0
of,of,s,,0
renown,renown,n,StandardsPos,0
Made,made,s,ReportingEvents,0
visits,visits,s,SceneShift,0
with,with,s,SceneShift,1
design,design,s,ProjectAhead,0
to,to,s,ProjectAhead,1
cry,cry,s,Motions,0
it,it,s,,0
down,down,c,,0
",",",",n,,0
He,he,s,Neutral_Attribution,0
swore,swore,s,Neutral_Attribution,1
in's,in's,s,UNRECOGNIZED,0
Rage,rage,s,Anger,0
he,he,s,Biographical_Time,0
would,would,s,Biographical_Time,1
their,their,s,PersonPronoun,0
humors,humors,s,Positivity,0
fit,fit,c,ReportingEvents,0
",",",",n,,0
And,and,s,,0
write,write,s,ReportingEvents,0
the,the,s,ReportingEvents,1
next,next,s,Sequence,0
without,without,s,Contingency,0
one,one,s,Numbers,0
word,word,s,Updates,0
of,of,s,Updates,1
Wit,wit,c,StandardsPos,0
.,.,n,,0
No,no,s,DenyDisclaim,0
Line,line,s,SpaceRelation,0
in,in,s,,0
this,this,s,PredictedFuture,0
will,will,s,PredictedFuture,1
tempt,tempt,s,SubjectivePercept,0
your,your,s,PrivateThinking,0
minds,minds,s,PrivateThinking,1
to,to,s,,0
