GAllants,gallants,c,SubjectivePercept,0
",",",",s,,0
to,to,s,,0
Night,night,s,,0
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
one,one,s,DirectAddress,0
of,of,s,DirectAddress,1
you,you,c,DirectAddress,2
",",",",n,,0
As,as,s,,0
Brisk,brisk,c,SenseProperty,0
",",",",s,,0
as,as,s,,0
Amorous,amorous,c,Positivity,0
",",",",s,,0
as,as,s,,0
Inconstant,inconstant,s,StandardsNeg,0
too,too,c,Metadiscourse,0
;,;,n,Metadiscourse,1
A,a,s,SenseObject,0
Spark,spark,s,SenseObject,1
that,that,s,,0
has,has,s,,0
Debauched,debauched,s,Negativity,0
e'ne,e'ne,s,UNRECOGNIZED,0
half,half,s,SenseObject,0
the,the,s,SenseObject,1
Town,town,c,SpaceRelation,0
",",",",n,,0
Been,been,s,ProjectBack,0
kind,kind,s,Positivity,0
to,to,s,Positivity,1
all,all,s,Generalization,0
the,the,s,Generalization,1
Sex,sex,c,AbstractConcepts,0
",",",",s,Resistance,0
but,but,s,Resistance,1
true,true,s,Confidence,0
to,to,s,Confidence,1
none,none,c,DenyDisclaim,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
to,to,s,,0
Act,act,s,,0
that,that,s,,0
part,part,s,SceneShift,0
to,to,s,SceneShift,1
the,the,s,SubjectivePercept,0
life,life,n,SubjectivePercept,1
Suppose,suppose,s,Uncertainty,0
me,me,s,FirstPer,0
now,now,s,Immediacy,0
walking,walking,s,Motions,0
in,in,s,,0
Lumbarstreet,lumbarstreet,c,UNRECOGNIZED,0
:,:,n,,0
Here,here,s,SpaceRelation,0
I,i,s,FirstPer,0
an,an,s,,0
old,old,s,SenseProperty,0
cast,cast,s,ReportingEvents,0
City,city,s,CommonAuthorities,0
Mistress,mistress,s,PersonProperty,0
meet,meet,c,ReportingEvents,0
.,.,n,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
your,your,s,DirectAddress,0
humble,humble,s,SubjectivePercept,0
Slave,slave,c,PersonProperty,0
;,;,s,,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
express,express,n,Citations,0
My,my,s,FirstPer,0
joy,joy,s,Positivity,0
for,for,s,,0
this,this,s,,0
surprising,surprising,s,PrivateThinking,0
happiness,happiness,c,Positivity,0
:,:,n,Question,0
How,how,s,Question,1
does,does,s,DirectAddress,0
your,your,s,DirectAddress,1
Husband,husband,c,PersonProperty,0
",",",",s,,0
the,the,s,Positivity,0
good,good,s,Positivity,1
Alderman,alderman,c,PersonProperty,0
?,?,n,Question,0
I,i,s,FirstPer,0
wonder,wonder,s,Curiosity,0
at,at,s,SpaceRelation,0
your,your,s,SpaceRelation,1
impudence,impudence,c,StandardsNeg,0
;,;,s,,0
how,how,s,Curiosity,0
can,can,s,Curiosity,1
In,in,s,,0
a,a,s,PersonProperty,0
Woman's,woman's,s,PersonProperty,1
Voice,voice,c,,0
.,.,n,,0
You,you,s,DirectAddress,0
ask,ask,s,Citations,0
that,that,s,Citations,1
question,question,c,AbstractConcepts,0
",",",",s,,0
false,false,c,StandardsNeg,0
",",",",s,,0
ungrateful,ungrateful,s,Negative_Relation,0
Man,man,c,PersonProperty,0
",",",",s,,0
In,in,s,,0
a,a,s,PersonProperty,0
Woman's,woman's,s,PersonProperty,1
Voice,voice,c,,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
know,know,s,Confidence,0
how,how,s,Confidence,1
much,much,s,Intensity,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
abused,abused,s,Negativity,0
him,him,c,PersonPronoun,0
?,?,s,Question,0
In,in,s,,0
a,a,s,PersonProperty,0
Woman's,woman's,s,PersonProperty,1
Voice,voice,c,,0
.,.,n,,0
--,--,s,,0
I,i,s,FirstPer,0
In,in,s,Specifiers,0
his,his,s,Specifiers,1
voice,voice,n,,0
Abused,abused,s,Negativity,0
him,him,c,PersonPronoun,0
;,;,s,,0
Heaven,heaven,s,Positivity,0
forbid,forbid,s,Resistance,0
--,--,s,,0
I,i,s,DirectAddress,0
hope,hope,s,DirectAddress,1
your,your,s,DirectAddress,2
joy,joy,c,Positivity,0
",",",",s,,0
In,in,s,Specifiers,0
his,his,s,Specifiers,1
voice,voice,n,,0
My,my,s,FirstPer,0
little,little,s,SenseProperty,0
Godson,godson,s,PersonProperty,0
grows,grows,s,Transformation,0
a,a,s,Transformation,1
dainty,dainty,s,PersonProperty,0
Boy,boy,c,PersonProperty,0
.,.,s,,0
In,in,s,Specifiers,0
his,his,s,Specifiers,1
voice,voice,n,,0
Yes,yes,s,OralCues,0
Sir,sir,c,OralCues,1
",",",",s,,0
I,i,s,Acknowledge,0
thank,thank,s,Acknowledge,1
you,you,c,Acknowledge,2
",",",",s,,0
In,in,s,Specifiers,0
her,her,s,Specifiers,1
Voice,voice,c,,0
.,.,n,,0
He,he,s,PersonPronoun,0
grows,grows,s,Transformation,0
a,a,s,Transformation,1
pace,pace,c,,0
",",",",s,,0
a,a,s,Intensity,0
very,very,s,Intensity,1
precious,precious,s,StandardsPos,0
Bud,bud,c,SenseObject,0
",",",",s,,0
In,in,s,Specifiers,0
her,her,s,Specifiers,1
Voice,voice,c,,0
.,.,n,Resistance,0
But,but,s,Resistance,1
he,he,s,Updates,0
is,is,s,Updates,1
too,too,s,,0
like,like,s,Resemblances,0
the,the,s,Resemblances,1
Father,father,s,Positivity,0
to,to,s,Positivity,1
be,be,s,ReportingStates,0
good,good,c,,0
.,.,s,,0
In,in,s,Specifiers,0
her,her,s,Specifiers,1
Voice,voice,c,,0
.,.,n,,0
Thanks,thanks,s,Acknowledge,0
to,to,s,Acknowledge,1
Heaven,heaven,c,Positivity,0
",",",",s,,0
that,that,s,,0
Thunder,thunder,s,SenseObject,0
clap,clap,s,SenseProperty,0
is,is,s,ReportingStates,0
at,at,s,ReportingStates,1
an,an,s,Sequence,0
end,end,c,Sequence,1
",",",",n,,0
And,and,s,Immediacy,0
now,now,s,Immediacy,1
I,i,s,FirstPer,0
meet,meet,s,SpaceRelation,0
a,a,s,SpaceRelation,1
Covent-garden-Friend,covent-garden-friend,c,UNRECOGNIZED,0
.,.,n,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
my,my,s,FirstPer,0
old,old,s,SenseProperty,0
Acquaintance,acquaintance,s,PersonProperty,0
--,--,s,,0
In,in,s,Specifiers,0
his,his,s,Specifiers,1
Voice,voice,c,,0
.,.,n,,0
--,--,s,,0
Old,old,c,SenseProperty,0
",",",",s,,0
(,(,c,,0
cries,cries,s,Motions,0
she,she,c,PersonPronoun,0
),),s,,0
In,in,s,Specifiers,0
her,her,s,Specifiers,1
Voice,voice,c,,0
.,.,n,Question,0
Why,why,s,Question,1
Sir,sir,c,PersonProperty,0
",",",",s,,0
is,is,s,Question,0
it,it,s,Question,1
so,so,s,SubjectiveTime,0
long,long,s,SubjectiveTime,1
ago,ago,s,ProjectBack,0
since,since,s,,0
we,we,s,,0
--,--,s,,0
In,in,s,Specifiers,0
her,her,s,Specifiers,1
Voice,voice,c,,0
.,.,n,,0
Oh,oh,s,OralCues,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
no,no,s,DenyDisclaim,0
