GAllants,gallants,c,SubjectivePercept,0
;,;,s,,0
We,we,s,Biographical_Time,0
never,never,s,Biographical_Time,1
yet,yet,s,Resistance,0
produced,produced,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
Play,play,c,ReportingEvents,0
",",",",n,,0
With,with,s,,0
greater,greater,s,Comparison,0
fears,fears,c,Fear,0
",",",",s,,0
than,than,s,Comparison,0
this,this,s,,0
we,we,s,,0
act,act,s,,0
to,to,s,,0
day,day,c,TimeDuration,0
.,.,n,,0
Barren,barren,s,Negativity,0
of,of,s,Negativity,1
all,all,s,Generalization,0
the,the,s,Generalization,1
Graces,graces,s,StandardsPos,0
of,of,s,StandardsPos,1
the,the,s,SenseObject,0
Stage,stage,c,SenseObject,1
",",",",n,,0
Barren,barren,s,Negativity,0
of,of,s,Negativity,1
all,all,s,Generalization,0
that,that,s,Generalization,1
entertains,entertains,s,Positivity,0
this,this,s,,0
Age,age,c,Specifiers,0
.,.,n,,0
No,no,s,DenyDisclaim,0
Hero,hero,c,StandardsPos,0
",",",",s,,0
no,no,s,DenyDisclaim,0
Romance,romance,c,Positivity,0
",",",",s,,0
no,no,s,DenyDisclaim,0
Plot,plot,c,LangRef,0
",",",",s,,0
no,no,s,Negativity,0
Show,show,c,Negativity,1
",",",",n,,0
No,no,s,DenyDisclaim,0
Rape,rape,c,Negative_Relation,0
",",",",s,,0
no,no,s,DenyDisclaim,0
Bawdy,bawdy,c,SubjectivePercept,0
",",",",s,,0
no,no,s,DenyDisclaim,0
Intrigue,intrigue,c,SubjectivePercept,0
",",",",s,,0
no,no,s,DenyDisclaim,0
Beau,beau,c,Positivity,0
:,:,n,,0
There,there,s,DenyDisclaim,0
Is,is,s,DenyDisclaim,1
nothing,nothing,s,DenyDisclaim,2
in,in,s,,0
it,it,c,,0
",",",",s,,0
with,with,s,Specifiers,0
which,which,s,Specifiers,1
we,we,s,,0
use,use,s,ReportingEvents,0
to,to,s,,0
please,please,s,Positivity,0
ye,ye,c,OralCues,0
:,:,n,,0
With,with,s,SenseProperty,0
down,down,s,SenseProperty,1
right,right,s,,0
dull,dull,s,SenseProperty,0
Instruction,instruction,c,AbstractConcepts,0
",",",",s,,0
we,we,s,ReportingStates,0
are,are,s,ReportingStates,1
to,to,s,,0
tease,tease,s,SubjectivePercept,0
ye,ye,c,OralCues,0
",",",",n,,0
The,the,s,SenseObject,0
stage,stage,s,SenseObject,1
turns,turns,s,,0
Pulpit,pulpit,c,SenseObject,0
;,;,s,,0
and,and,s,,0
the,the,s,Generalization,0
World's,world's,s,Generalization,1
so,so,s,,0
fickle,fickle,c,Negativity,0
",",",",n,,0
The,the,s,,0
Playhouse,playhouse,s,SenseObject,0
in,in,s,,0
a,a,s,,0
whim,whim,c,SubjectivePercept,0
",",",",s,,0
turns,turns,s,,0
Conventicle,conventicle,c,AbstractConcepts,0
.,.,n,Resistance,0
But,but,s,Resistance,1
Preaching,preaching,s,Intensity,0
here,here,c,SpaceRelation,0
",",",",s,SpaceRelation,1
must,must,s,Insist,0
prove,prove,s,Confidence,0
a,a,s,,0
hungry,hungry,s,SenseProperty,0
Trade,trade,c,AbstractConcepts,0
",",",",n,,0
The,the,s,,0
Pattentees,pattentees,s,UNRECOGNIZED,0
will,will,s,PredictedFuture,0
find,find,s,SubjectivePercept,0
so,so,c,SubjectivePercept,1
",",",",s,,0
I,i,s,Fear,0
Am,am,s,Fear,1
