GAllants,gallants,c,SubjectivePercept,0
",",",",s,,0
pray,pray,s,Intensity,0
what,what,s,DirectAddress,0
do,do,s,DirectAddress,1
you,you,s,DirectAddress,2
do,do,s,DirectAddress,3
here,here,s,SpaceRelation,0
to,to,s,SpaceRelation,1
day,day,c,TimeDuration,0
?,?,n,Question,0
Which,which,s,,0
of,of,s,DirectAddress,0
you,you,s,DirectAddress,1
understands,understands,s,PrivateThinking,0
a,a,s,PrivateThinking,1
Latin,latin,s,AbstractConcepts,0
Play,play,c,ReportingEvents,0
?,?,n,Question,0
This,this,s,ProjectBack,0
was,was,s,ProjectBack,1
a,a,s,,0
Cambridge,cambridge,s,UNRECOGNIZED,0
piece,piece,c,AbstractConcepts,0
",",",",s,,0
there,there,s,,0
first,first,n,Sequence,0
Brought,brought,s,Transformation,0
forth,forth,c,Transformation,1
",",",",s,,0
and,and,s,,0
by,by,s,DirectAddress,0
your,your,s,DirectAddress,1
Alma,alma,s,,0
Matter,matter,s,AbstractConcepts,0
nursed,nursed,c,StandardsPos,0
.,.,n,,0
For,for,s,,0
ought,ought,s,Insist,0
you,you,s,DirectAddress,0
know,know,s,DirectAddress,1
it,it,s,DirectAddress,2
is,is,s,ReportingStates,0
Latin,latin,s,AbstractConcepts,0
still,still,c,Updates,0
",",",",s,,0
at,at,s,SubjectivePercept,0
least,least,n,SubjectivePercept,1
Part,part,s,,0
must,must,c,Insist,0
",",",",s,,0
in,in,s,,0
the,the,s,,0
Lawyers,lawyers,s,PersonProperty,0
Latin,latin,s,AbstractConcepts,0
lay,lay,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
jest,jest,c,Positivity,0
.,.,n,,0
Perhaps,perhaps,s,Uncertainty,0
of,of,s,,0
the,the,s,,0
University,university,s,CommonAuthorities,0
you,you,s,DirectAddress,0
',',c,,0
ve,ve,s,UNRECOGNIZED,0
been,been,c,ProjectBack,0
",",",",n,,0
As,as,s,AbstractConcepts,0
by,by,s,AbstractConcepts,1
your,your,s,DirectAddress,0
Plate,plate,s,SenseObject,0
is,is,s,ReportingStates,0
in,in,s,,0
the,the,s,,0
Butteries,butteries,s,SenseProperty,0
seen,seen,c,ReportingStates,0
;,;,n,ReportingStates,1
Tutors,tutors,s,PersonProperty,0
you,you,s,DirectAddress,0
had,had,c,DirectAddress,1
",",",",s,,0
and,and,s,,0
wore,wore,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
daggl'd,daggl'd,s,UNRECOGNIZED,0
Gown,gown,c,SenseObject,0
",",",",n,,0
Robbed,robbed,s,Negative_Relation,0
Orchards,orchards,s,SenseObject,0
for,for,s,TimeDuration,0
a,a,s,TimeDuration,1
year,year,c,TimeDuration,2
",",",",s,,0
then,then,s,Sequence,0
came,came,s,Sequence,1
to,to,s,,0
Town,town,c,SpaceRelation,0
.,.,n,,0
This,this,s,,0
Age,age,s,Specifiers,0
defies,defies,s,Resistance,0
the,the,s,,0
accomplishment,accomplishment,s,StandardsPos,0
of,of,s,,0
Schools,schools,c,AbstractConcepts,0
",",",",n,,0
