GAllants,gallants,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
Friends-spectators,friends-spectators,c,UNRECOGNIZED,0
",",",",s,,0
will,will,s,PredictedFuture,0
ye,ye,s,OralCues,0
see,see,n,,0
A,a,s,Specifiers,0
strain,strain,s,Specifiers,1
of,of,s,Specifiers,2
Wit,wit,s,StandardsPos,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
not,not,s,DenyDisclaim,0
Poetry,poetry,c,LangRef,0
?,?,n,Question,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
Authority,authority,s,CommonAuthorities,0
for,for,s,,0
what,what,s,Citations,0
I,i,s,Citations,1
say,say,c,Citations,2
:,:,n,,0
For,for,s,,0
He,he,s,PersonPronoun,0
himself,himself,s,PersonPronoun,0
says,says,s,Citations,0
so,so,c,AbstractConcepts,0
",",",",s,AbstractConcepts,1
that,that,s,,0
Writ,writ,s,CommonAuthorities,0
the,the,s,LangRef,0
Play,play,c,LangRef,1
",",",",n,Concessive,0
Though,though,c,Concessive,1
",",",",s,Concessive,2
in,in,s,,0
the,the,s,CommonAuthorities,0
Muses,muses,s,CommonAuthorities,1
Garden,garden,s,SenseObject,0
he,he,s,Contingency,0
can,can,s,Contingency,1
walk,walk,c,Motions,0
;,;,n,,0
And,and,s,,0
choycest,choycest,s,UNRECOGNIZED,0
Flowers,flowers,s,SenseObject,0
pluck,pluck,s,StandardsPos,0
from,from,s,Generalization,0
every,every,s,Generalization,1
stalk,stalk,n,Motions,0
To,to,s,,0
deck,deck,s,SenseObject,0
the,the,s,SenseObject,0
Stage,stage,c,SenseObject,1
;,;,s,,0
and,and,s,,0
purposes,purposes,c,ProjectAhead,0
",",",",s,,0
hereafter,hereafter,c,Immediacy,0
",",",",n,Immediacy,1
To,to,s,,0
take,take,s,ReportingEvents,0
your,your,s,DirectAddress,0
Judgments,judgments,c,PrivateThinking,0
:,:,s,,0
now,now,s,Immediacy,0
He,he,s,PersonPronoun,0
implores,implores,s,SubjectivePercept,0
your,your,s,DirectAddress,0
laughter,laughter,c,Positivity,0
;,;,n,,0
Says,says,s,Citations,0
He,he,s,Biographical_Time,0
would,would,s,Biographical_Time,1
see,see,s,DirectAddress,0
you,you,s,DirectAddress,1
merry,merry,c,Positivity,0
;,;,s,,0
thinks,thinks,s,PrivateThinking,0
it,it,s,PrivateThinking,1
long,long,n,ProjectBack,0
Since,since,s,ProjectBack,1
you,you,s,DirectAddress,0
were,were,s,ProjectBack,0
last,last,s,Sequence,0
delighted,delighted,s,Positivity,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
Song,song,c,SenseObject,0
.,.,n,,0
